[WF] ALGO=gwo WINDOW=Y2 RUN=17 at Thu Jun  4 01:02:36 AM +03 2026
[2026-06-04 01:02:39] [WF] [INFO] Tek kosu: gwo/Y2/run_017, seed=42017
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] [WALK-FORWARD] Veri penceresi: [7344:16104] (8760 saat)
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] OPTIMIZER: GWO
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] DB: walk_forward_runs/gwo_Y2/run_017/gwo_running.db
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] Seed: 42017
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] Mode: joint
[2026-06-04 01:03:10] [RUN_OPTIMIZER] [INFO] Pop: 40, MaxIter: 50
[2026-06-04 01:03:10] [OPT.GWO] [INFO] Yeni GWO çalışması başlatıldı | Seed: 42017 | Pop: 40 | MaxIter: 50
[2026-06-04 01:03:10] [OPT.GWO] [INFO] ============================================================
[2026-06-04 01:03:10] [OPT.GWO] [INFO] GWO OPTIMIZASYONU
[2026-06-04 01:03:10] [OPT.GWO] [INFO] ============================================================
[2026-06-04 01:03:10] [OPT.GWO] [INFO] Pop: 40 | MaxIter: 50 | Workers: 35 | Seed: 42017 | Mode: joint
[2026-06-04 01:03:10] [OPT.GWO] [INFO] Algo params: {'a_start': 2.0, 'a_end': 0.0}
[2026-06-04 01:03:10] [OPT.GWO] [INFO] 
[INIT] Popülasyon değerlendiriliyor...
[2026-06-04 01:03:19] [INFO]  i:T-0 | ind 0 (I) | wavelet=db6 | level=3 | mode=zero | look_back=64 | hidden=102 | layers=4 | dropout=0.163 | lr=0.00754 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:03:19] [INFO]  i:T-0 | ind 31 (I) | wavelet=sym6 | level=4 | mode=zero | look_back=42 | hidden=129 | layers=3 | dropout=0.471 | lr=0.00534 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:03:19] [INFO]  i:T-0 | ind 32 (I) | wavelet=sym6 | level=4 | mode=periodization | look_back=96 | hidden=90 | layers=1 | dropout=0.056 | lr=0.00172 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:03:19] [INFO]  i:T-0 | ind 33 (I) | wavelet=db4 | level=5 | mode=symmetric | look_back=53 | hidden=243 | layers=3 | dropout=0.425 | lr=0.00049 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:03:19] [INFO]  i:T-0 | ind 34 (I) | wavelet=sym8 | level=5 | mode=zero | look_back=39 | hidden=197 | layers=2 | dropout=0.134 | lr=0.00011 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:04:20] [INFO]  i:T-0 | ind 35 (I) | wavelet=db5 | level=4 | mode=periodization | look_back=84 | hidden=141 | layers=3 | dropout=0.223 | lr=0.00034 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:04:21] [INFO]  i:T-0 | ind 36 (I) | wavelet=sym5 | level=5 | mode=zero | look_back=40 | hidden=230 | layers=4 | dropout=0.040 | lr=0.00948 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:04:28] [INFO]  i:T-0 | ind 37 (I) | wavelet=db7 | level=3 | mode=zero | look_back=45 | hidden=124 | layers=2 | dropout=0.232 | lr=0.00103 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:05:06] [INFO]  i:T-0 | ind 38 (I) | wavelet=sym6 | level=4 | mode=periodization | look_back=63 | hidden=229 | layers=2 | dropout=0.039 | lr=0.00279 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:05:15] [INFO]  i:T-0 | ind 39 (I) | wavelet=sym6 | level=4 | mode=periodization | look_back=58 | hidden=242 | layers=1 | dropout=0.483 | lr=0.00758 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:37:41] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.095417
[2026-06-04 02:37:41] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.089606
[2026-06-04 02:37:41] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.084432
[2026-06-04 02:37:41] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.071927
[2026-06-04 02:37:42] [OPT.GWO] [INFO] [INIT] Best: 0.071927
[2026-06-04 02:37:42] [OPT.GWO] [INFO] 
============================================================
[2026-06-04 02:37:42] [OPT.GWO] [INFO] GWO ITERATION 1/50
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 0 (W) | wavelet=sym8 | level=6 | mode=zero | look_back=59 | hidden=43 | layers=4 | dropout=0.292 | lr=0.00027 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 1 (W) | wavelet=db7 | level=6 | mode=zero | look_back=24 | hidden=90 | layers=3 | dropout=0.199 | lr=0.00513 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 2 (W) | wavelet=sym5 | level=5 | mode=zero | look_back=42 | hidden=214 | layers=4 | dropout=0.376 | lr=0.00022 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 4 (W) | wavelet=sym7 | level=7 | mode=periodization | look_back=24 | hidden=82 | layers=2 | dropout=0.000 | lr=0.00064 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 8 (W) | wavelet=sym7 | level=7 | mode=periodization | look_back=25 | hidden=32 | layers=1 | dropout=0.382 | lr=0.00257 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 3 (W) | wavelet=db5 | level=6 | mode=periodization | look_back=24 | hidden=256 | layers=4 | dropout=0.500 | lr=0.00318 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 5 (W) | wavelet=db7 | level=7 | mode=periodization | look_back=50 | hidden=84 | layers=2 | dropout=0.156 | lr=0.00026 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 6 (W) | wavelet=db8 | level=6 | mode=zero | look_back=70 | hidden=167 | layers=2 | dropout=0.314 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 10 (W) | wavelet=sym6 | level=5 | mode=symmetric | look_back=76 | hidden=119 | layers=2 | dropout=0.429 | lr=0.00110 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 12 (W) | wavelet=coif3 | level=3 | mode=symmetric | look_back=57 | hidden=104 | layers=2 | dropout=0.500 | lr=0.00567 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 13 (W) | wavelet=db6 | level=7 | mode=periodization | look_back=24 | hidden=101 | layers=1 | dropout=0.500 | lr=0.00177 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 7 (W) | wavelet=db8 | level=3 | mode=periodization | look_back=96 | hidden=107 | layers=3 | dropout=0.340 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 9 (W) | wavelet=sym7 | level=7 | mode=zero | look_back=44 | hidden=32 | layers=3 | dropout=0.248 | lr=0.00023 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 11 (W) | wavelet=coif3 | level=7 | mode=periodization | look_back=49 | hidden=32 | layers=1 | dropout=0.222 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 14 (W) | wavelet=db6 | level=7 | mode=periodization | look_back=38 | hidden=202 | layers=2 | dropout=0.420 | lr=0.00201 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 15 (W) | wavelet=db8 | level=6 | mode=zero | look_back=71 | hidden=94 | layers=2 | dropout=0.000 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 16 (W) | wavelet=db5 | level=7 | mode=periodization | look_back=56 | hidden=256 | layers=1 | dropout=0.295 | lr=0.00055 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 17 (W) | wavelet=db8 | level=7 | mode=periodization | look_back=85 | hidden=147 | layers=2 | dropout=0.000 | lr=0.00155 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 18 (W) | wavelet=db8 | level=7 | mode=periodization | look_back=24 | hidden=32 | layers=1 | dropout=0.000 | lr=0.00397 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 19 (W) | wavelet=db6 | level=5 | mode=zero | look_back=96 | hidden=152 | layers=4 | dropout=0.500 | lr=0.00771 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 21 (W) | wavelet=sym5 | level=5 | mode=zero | look_back=76 | hidden=116 | layers=3 | dropout=0.498 | lr=0.00414 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 22 (W) | wavelet=sym6 | level=7 | mode=zero | look_back=81 | hidden=120 | layers=1 | dropout=0.185 | lr=0.00220 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 20 (W) | wavelet=sym5 | level=6 | mode=periodization | look_back=46 | hidden=76 | layers=2 | dropout=0.372 | lr=0.00010 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 24 (W) | wavelet=db7 | level=3 | mode=periodization | look_back=72 | hidden=122 | layers=1 | dropout=0.160 | lr=0.00033 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 25 (W) | wavelet=coif3 | level=7 | mode=periodization | look_back=48 | hidden=32 | layers=4 | dropout=0.227 | lr=0.00187 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 23 (W) | wavelet=coif3 | level=5 | mode=periodization | look_back=37 | hidden=41 | layers=2 | dropout=0.297 | lr=0.00070 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 26 (W) | wavelet=coif3 | level=6 | mode=zero | look_back=44 | hidden=84 | layers=4 | dropout=0.225 | lr=0.00973 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 28 (W) | wavelet=sym7 | level=7 | mode=zero | look_back=77 | hidden=106 | layers=1 | dropout=0.071 | lr=0.00069 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 29 (W) | wavelet=sym8 | level=4 | mode=periodization | look_back=41 | hidden=69 | layers=3 | dropout=0.228 | lr=0.00307 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 27 (W) | wavelet=sym8 | level=3 | mode=periodization | look_back=96 | hidden=58 | layers=2 | dropout=0.234 | lr=0.00328 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 30 (W) | wavelet=coif3 | level=7 | mode=periodization | look_back=70 | hidden=79 | layers=3 | dropout=0.459 | lr=0.00083 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 32 (W) | wavelet=coif5 | level=3 | mode=zero | look_back=68 | hidden=50 | layers=2 | dropout=0.294 | lr=0.00348 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 31 (W) | wavelet=db8 | level=3 | mode=zero | look_back=48 | hidden=64 | layers=3 | dropout=0.402 | lr=0.00329 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 33 (W) | wavelet=sym6 | level=4 | mode=periodization | look_back=54 | hidden=59 | layers=2 | dropout=0.500 | lr=0.00048 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:38:39] [INFO]  i:T-0 | ind 34 (W) | wavelet=sym7 | level=3 | mode=periodization | look_back=94 | hidden=44 | layers=1 | dropout=0.199 | lr=0.00462 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:39:10] [INFO]  i:T-0 | ind 35 (W) | wavelet=sym5 | level=7 | mode=periodization | look_back=62 | hidden=103 | layers=3 | dropout=0.194 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:39:17] [INFO]  i:T-0 | ind 36 (W) | wavelet=db7 | level=4 | mode=symmetric | look_back=70 | hidden=32 | layers=2 | dropout=0.000 | lr=0.00061 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:39:20] [INFO]  i:T-0 | ind 37 (W) | wavelet=sym6 | level=6 | mode=periodization | look_back=38 | hidden=77 | layers=1 | dropout=0.412 | lr=0.00010 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:39:49] [INFO]  i:T-0 | ind 38 (W) | wavelet=db8 | level=7 | mode=periodization | look_back=72 | hidden=41 | layers=1 | dropout=0.284 | lr=0.00466 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:39:55] [INFO]  i:T-0 | ind 39 (W) | wavelet=sym5 | level=7 | mode=periodization | look_back=62 | hidden=46 | layers=3 | dropout=0.140 | lr=0.00010 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:30] [OPT.GWO] [INFO] 
[ITER 1] α=0.075632 β=0.079327 δ=0.079332 | a=2.000 | Duration: 1368.6s
[2026-06-04 03:00:30] [OPT.GWO] [INFO] 
============================================================
[2026-06-04 03:00:30] [OPT.GWO] [INFO] GWO ITERATION 2/50
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 0 (W) | wavelet=coif4 | level=7 | mode=zero | look_back=26 | hidden=32 | layers=2 | dropout=0.500 | lr=0.00616 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 1 (W) | wavelet=sym7 | level=5 | mode=periodization | look_back=96 | hidden=123 | layers=3 | dropout=0.441 | lr=0.00125 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 2 (W) | wavelet=coif5 | level=6 | mode=periodization | look_back=56 | hidden=129 | layers=3 | dropout=0.500 | lr=0.00338 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 3 (W) | wavelet=db4 | level=3 | mode=periodization | look_back=74 | hidden=49 | layers=4 | dropout=0.448 | lr=0.00041 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 4 (W) | wavelet=coif3 | level=5 | mode=zero | look_back=48 | hidden=237 | layers=1 | dropout=0.247 | lr=0.00595 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 5 (W) | wavelet=coif4 | level=7 | mode=zero | look_back=58 | hidden=148 | layers=2 | dropout=0.387 | lr=0.00049 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 6 (W) | wavelet=db4 | level=7 | mode=zero | look_back=24 | hidden=115 | layers=3 | dropout=0.272 | lr=0.00062 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 7 (W) | wavelet=sym8 | level=3 | mode=periodization | look_back=39 | hidden=193 | layers=3 | dropout=0.500 | lr=0.00909 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 8 (W) | wavelet=sym6 | level=6 | mode=symmetric | look_back=24 | hidden=32 | layers=1 | dropout=0.500 | lr=0.00056 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 9 (W) | wavelet=sym5 | level=5 | mode=zero | look_back=50 | hidden=231 | layers=3 | dropout=0.462 | lr=0.00220 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 11 (W) | wavelet=coif5 | level=5 | mode=periodization | look_back=56 | hidden=120 | layers=1 | dropout=0.500 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 10 (W) | wavelet=db8 | level=7 | mode=periodization | look_back=24 | hidden=203 | layers=2 | dropout=0.375 | lr=0.00067 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 12 (W) | wavelet=db7 | level=5 | mode=symmetric | look_back=50 | hidden=111 | layers=1 | dropout=0.315 | lr=0.00442 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 13 (W) | wavelet=sym6 | level=5 | mode=periodization | look_back=40 | hidden=65 | layers=2 | dropout=0.500 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 15 (W) | wavelet=db6 | level=6 | mode=zero | look_back=55 | hidden=176 | layers=3 | dropout=0.500 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 14 (W) | wavelet=sym5 | level=6 | mode=periodization | look_back=24 | hidden=255 | layers=3 | dropout=0.420 | lr=0.00976 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 16 (W) | wavelet=db8 | level=7 | mode=zero | look_back=36 | hidden=32 | layers=2 | dropout=0.410 | lr=0.00092 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 17 (W) | wavelet=sym6 | level=3 | mode=periodization | look_back=63 | hidden=161 | layers=4 | dropout=0.500 | lr=0.00358 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 03:00:36] [INFO]  i:T-1 | ind 18 (W) | wavelet=coif5 | level=6 | mode=zero | look_back=60 | hidden=139 | layers=4 | dropout=0.500 | lr=0.00271 | batch=64 | ablation[dwt=True, bi=True]
