[WF] ALGO=gwo WINDOW=Y2 RUN=29 at Thu Jun  4 01:55:58 AM +03 2026
[2026-06-04 01:56:03] [WF] [INFO] Tek kosu: gwo/Y2/run_029, seed=42029
[2026-06-04 01:57:32] [RUN_OPTIMIZER] [INFO] [WALK-FORWARD] Veri penceresi: [7344:16104] (8760 saat)
[2026-06-04 01:57:32] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-04 01:57:32] [RUN_OPTIMIZER] [INFO] OPTIMIZER: GWO
[2026-06-04 01:57:32] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-04 01:57:32] [RUN_OPTIMIZER] [INFO] DB: walk_forward_runs/gwo_Y2/run_029/gwo_running.db
[2026-06-04 01:57:32] [RUN_OPTIMIZER] [INFO] Seed: 42029
[2026-06-04 01:57:32] [RUN_OPTIMIZER] [INFO] Mode: joint
[2026-06-04 01:57:32] [RUN_OPTIMIZER] [INFO] Pop: 40, MaxIter: 50
[2026-06-04 01:57:32] [OPT.GWO] [INFO] Yeni GWO çalışması başlatıldı | Seed: 42029 | Pop: 40 | MaxIter: 50
[2026-06-04 01:57:32] [OPT.GWO] [INFO] ============================================================
[2026-06-04 01:57:32] [OPT.GWO] [INFO] GWO OPTIMIZASYONU
[2026-06-04 01:57:32] [OPT.GWO] [INFO] ============================================================
[2026-06-04 01:57:32] [OPT.GWO] [INFO] Pop: 40 | MaxIter: 50 | Workers: 35 | Seed: 42029 | Mode: joint
[2026-06-04 01:57:32] [OPT.GWO] [INFO] Algo params: {'a_start': 2.0, 'a_end': 0.0}
[2026-06-04 01:57:32] [OPT.GWO] [INFO] 
[INIT] Popülasyon değerlendiriliyor...
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 0 (I) | wavelet=sym6 | level=6 | mode=symmetric | look_back=34 | hidden=113 | layers=1 | dropout=0.108 | lr=0.00067 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 11 (I) | wavelet=db8 | level=6 | mode=symmetric | look_back=46 | hidden=101 | layers=4 | dropout=0.219 | lr=0.00595 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 12 (I) | wavelet=coif5 | level=4 | mode=symmetric | look_back=80 | hidden=48 | layers=4 | dropout=0.468 | lr=0.00070 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 13 (I) | wavelet=coif4 | level=4 | mode=periodization | look_back=70 | hidden=180 | layers=1 | dropout=0.317 | lr=0.00068 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 14 (I) | wavelet=sym8 | level=5 | mode=periodization | look_back=74 | hidden=190 | layers=2 | dropout=0.422 | lr=0.00051 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 15 (I) | wavelet=sym7 | level=5 | mode=symmetric | look_back=63 | hidden=168 | layers=1 | dropout=0.174 | lr=0.00201 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 16 (I) | wavelet=db5 | level=3 | mode=symmetric | look_back=90 | hidden=152 | layers=2 | dropout=0.055 | lr=0.00756 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 17 (I) | wavelet=coif5 | level=3 | mode=symmetric | look_back=68 | hidden=103 | layers=1 | dropout=0.094 | lr=0.00644 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 18 (I) | wavelet=sym5 | level=7 | mode=periodization | look_back=40 | hidden=252 | layers=3 | dropout=0.377 | lr=0.00128 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 19 (I) | wavelet=coif5 | level=5 | mode=zero | look_back=36 | hidden=193 | layers=2 | dropout=0.339 | lr=0.00042 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 20 (I) | wavelet=db5 | level=6 | mode=periodization | look_back=52 | hidden=173 | layers=1 | dropout=0.011 | lr=0.00545 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 21 (I) | wavelet=coif4 | level=5 | mode=periodization | look_back=50 | hidden=124 | layers=4 | dropout=0.161 | lr=0.00323 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 22 (I) | wavelet=db7 | level=5 | mode=periodization | look_back=35 | hidden=176 | layers=2 | dropout=0.077 | lr=0.00089 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 23 (I) | wavelet=db6 | level=6 | mode=symmetric | look_back=59 | hidden=224 | layers=3 | dropout=0.221 | lr=0.00022 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 24 (I) | wavelet=db6 | level=3 | mode=zero | look_back=29 | hidden=99 | layers=2 | dropout=0.355 | lr=0.00020 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 25 (I) | wavelet=db5 | level=6 | mode=periodization | look_back=52 | hidden=158 | layers=1 | dropout=0.037 | lr=0.00054 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 26 (I) | wavelet=coif3 | level=4 | mode=zero | look_back=72 | hidden=189 | layers=3 | dropout=0.428 | lr=0.00264 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 27 (I) | wavelet=sym6 | level=6 | mode=periodization | look_back=53 | hidden=181 | layers=3 | dropout=0.360 | lr=0.00396 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 28 (I) | wavelet=coif5 | level=6 | mode=periodization | look_back=95 | hidden=195 | layers=4 | dropout=0.152 | lr=0.00025 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 29 (I) | wavelet=sym7 | level=6 | mode=periodization | look_back=70 | hidden=201 | layers=2 | dropout=0.495 | lr=0.00123 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 30 (I) | wavelet=db7 | level=7 | mode=zero | look_back=85 | hidden=145 | layers=1 | dropout=0.036 | lr=0.00360 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 31 (I) | wavelet=sym6 | level=4 | mode=symmetric | look_back=90 | hidden=71 | layers=1 | dropout=0.170 | lr=0.00947 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 32 (I) | wavelet=sym5 | level=5 | mode=symmetric | look_back=95 | hidden=56 | layers=1 | dropout=0.152 | lr=0.00124 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 33 (I) | wavelet=coif3 | level=3 | mode=periodization | look_back=78 | hidden=187 | layers=1 | dropout=0.486 | lr=0.00062 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:57:45] [INFO]  i:T-0 | ind 34 (I) | wavelet=coif4 | level=3 | mode=periodization | look_back=79 | hidden=89 | layers=3 | dropout=0.165 | lr=0.00087 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:59:25] [INFO]  i:T-0 | ind 35 (I) | wavelet=db7 | level=7 | mode=periodization | look_back=29 | hidden=86 | layers=4 | dropout=0.167 | lr=0.00013 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:59:41] [INFO]  i:T-0 | ind 36 (I) | wavelet=db4 | level=5 | mode=periodization | look_back=80 | hidden=247 | layers=2 | dropout=0.250 | lr=0.00218 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:59:49] [INFO]  i:T-0 | ind 37 (I) | wavelet=coif5 | level=3 | mode=zero | look_back=49 | hidden=95 | layers=1 | dropout=0.126 | lr=0.00434 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:59:54] [INFO]  i:T-0 | ind 38 (I) | wavelet=sym6 | level=6 | mode=periodization | look_back=75 | hidden=164 | layers=1 | dropout=0.102 | lr=0.00012 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:00:38] [INFO]  i:T-0 | ind 39 (I) | wavelet=sym5 | level=6 | mode=zero | look_back=76 | hidden=243 | layers=4 | dropout=0.409 | lr=0.00011 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:22] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.106018
[2026-06-04 02:46:22] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.082013
[2026-06-04 02:46:22] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.071921
[2026-06-04 02:46:22] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.064315
[2026-06-04 02:46:22] [OPT.GWO] [INFO] [INIT] Best: 0.064315
[2026-06-04 02:46:22] [OPT.GWO] [INFO] 
============================================================
[2026-06-04 02:46:22] [OPT.GWO] [INFO] GWO ITERATION 1/50
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 0 (W) | wavelet=db8 | level=4 | mode=periodization | look_back=26 | hidden=32 | layers=2 | dropout=0.201 | lr=0.00014 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 1 (W) | wavelet=sym7 | level=4 | mode=periodization | look_back=67 | hidden=176 | layers=3 | dropout=0.294 | lr=0.00018 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 2 (W) | wavelet=sym7 | level=4 | mode=periodization | look_back=35 | hidden=227 | layers=2 | dropout=0.167 | lr=0.00011 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 3 (W) | wavelet=sym5 | level=6 | mode=periodization | look_back=73 | hidden=237 | layers=2 | dropout=0.027 | lr=0.00010 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 4 (W) | wavelet=sym7 | level=7 | mode=periodization | look_back=24 | hidden=49 | layers=1 | dropout=0.254 | lr=0.00019 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 5 (W) | wavelet=db7 | level=4 | mode=zero | look_back=52 | hidden=156 | layers=3 | dropout=0.403 | lr=0.00042 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 6 (W) | wavelet=sym7 | level=7 | mode=periodization | look_back=38 | hidden=228 | layers=1 | dropout=0.357 | lr=0.00016 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 7 (W) | wavelet=db7 | level=3 | mode=symmetric | look_back=70 | hidden=71 | layers=4 | dropout=0.202 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 8 (W) | wavelet=db7 | level=6 | mode=periodization | look_back=65 | hidden=256 | layers=4 | dropout=0.137 | lr=0.00015 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 9 (W) | wavelet=sym7 | level=5 | mode=periodization | look_back=24 | hidden=244 | layers=2 | dropout=0.238 | lr=0.00010 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 10 (W) | wavelet=db6 | level=4 | mode=symmetric | look_back=59 | hidden=102 | layers=4 | dropout=0.179 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 11 (W) | wavelet=sym5 | level=5 | mode=zero | look_back=63 | hidden=75 | layers=1 | dropout=0.252 | lr=0.00052 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 12 (W) | wavelet=sym8 | level=5 | mode=periodization | look_back=65 | hidden=147 | layers=1 | dropout=0.203 | lr=0.00025 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 13 (W) | wavelet=sym6 | level=6 | mode=periodization | look_back=38 | hidden=191 | layers=1 | dropout=0.242 | lr=0.00022 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 14 (W) | wavelet=db4 | level=7 | mode=symmetric | look_back=24 | hidden=208 | layers=2 | dropout=0.340 | lr=0.00011 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 15 (W) | wavelet=db6 | level=3 | mode=symmetric | look_back=54 | hidden=204 | layers=1 | dropout=0.318 | lr=0.00013 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 16 (W) | wavelet=db6 | level=3 | mode=periodization | look_back=24 | hidden=159 | layers=1 | dropout=0.008 | lr=0.00020 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 17 (W) | wavelet=sym6 | level=4 | mode=zero | look_back=26 | hidden=94 | layers=2 | dropout=0.032 | lr=0.00010 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 18 (W) | wavelet=db7 | level=7 | mode=periodization | look_back=50 | hidden=205 | layers=1 | dropout=0.085 | lr=0.00235 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 19 (W) | wavelet=db4 | level=7 | mode=periodization | look_back=62 | hidden=256 | layers=1 | dropout=0.175 | lr=0.00070 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:27] [INFO]  i:T-0 | ind 20 (W) | wavelet=sym6 | level=4 | mode=periodization | look_back=55 | hidden=256 | layers=2 | dropout=0.314 | lr=0.00027 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:28] [INFO]  i:T-0 | ind 21 (W) | wavelet=coif5 | level=5 | mode=symmetric | look_back=57 | hidden=256 | layers=1 | dropout=0.104 | lr=0.00023 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:28] [INFO]  i:T-0 | ind 22 (W) | wavelet=db5 | level=5 | mode=periodization | look_back=63 | hidden=153 | layers=1 | dropout=0.190 | lr=0.00252 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:28] [INFO]  i:T-0 | ind 23 (W) | wavelet=db8 | level=5 | mode=periodization | look_back=63 | hidden=237 | layers=3 | dropout=0.235 | lr=0.00017 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:28] [INFO]  i:T-0 | ind 24 (W) | wavelet=sym5 | level=7 | mode=periodization | look_back=24 | hidden=246 | layers=1 | dropout=0.042 | lr=0.00010 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:28] [INFO]  i:T-0 | ind 25 (W) | wavelet=sym5 | level=7 | mode=zero | look_back=40 | hidden=232 | layers=2 | dropout=0.254 | lr=0.00034 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:28] [INFO]  i:T-0 | ind 26 (W) | wavelet=db8 | level=7 | mode=symmetric | look_back=43 | hidden=180 | layers=4 | dropout=0.340 | lr=0.00052 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:28] [INFO]  i:T-0 | ind 27 (W) | wavelet=sym5 | level=5 | mode=periodization | look_back=55 | hidden=169 | layers=2 | dropout=0.053 | lr=0.00010 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:28] [INFO]  i:T-0 | ind 28 (W) | wavelet=sym8 | level=6 | mode=symmetric | look_back=24 | hidden=212 | layers=2 | dropout=0.081 | lr=0.00016 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:28] [INFO]  i:T-0 | ind 29 (W) | wavelet=db4 | level=4 | mode=periodization | look_back=88 | hidden=32 | layers=1 | dropout=0.271 | lr=0.00010 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:28] [INFO]  i:T-0 | ind 30 (W) | wavelet=coif3 | level=7 | mode=periodization | look_back=33 | hidden=53 | layers=1 | dropout=0.049 | lr=0.00017 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:28] [INFO]  i:T-0 | ind 31 (W) | wavelet=db8 | level=4 | mode=zero | look_back=96 | hidden=256 | layers=1 | dropout=0.240 | lr=0.00021 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:28] [INFO]  i:T-0 | ind 32 (W) | wavelet=db5 | level=5 | mode=periodization | look_back=54 | hidden=256 | layers=1 | dropout=0.396 | lr=0.00045 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:28] [INFO]  i:T-0 | ind 33 (W) | wavelet=db4 | level=4 | mode=periodization | look_back=24 | hidden=169 | layers=1 | dropout=0.362 | lr=0.00010 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:28] [INFO]  i:T-0 | ind 34 (W) | wavelet=sym5 | level=7 | mode=symmetric | look_back=47 | hidden=238 | layers=1 | dropout=0.038 | lr=0.00011 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:46:54] [INFO]  i:T-0 | ind 35 (W) | wavelet=db8 | level=5 | mode=periodization | look_back=27 | hidden=171 | layers=1 | dropout=0.223 | lr=0.00014 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:47:07] [INFO]  i:T-0 | ind 36 (W) | wavelet=db4 | level=6 | mode=zero | look_back=62 | hidden=256 | layers=1 | dropout=0.269 | lr=0.00033 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:47:09] [INFO]  i:T-0 | ind 37 (W) | wavelet=db4 | level=7 | mode=zero | look_back=48 | hidden=256 | layers=1 | dropout=0.395 | lr=0.00032 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 02:47:23] [INFO]  i:T-0 | ind 38 (W) | wavelet=db6 | level=7 | mode=zero | look_back=81 | hidden=149 | layers=1 | dropout=0.000 | lr=0.00013 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 02:47:27] [INFO]  i:T-0 | ind 39 (W) | wavelet=sym7 | level=4 | mode=periodization | look_back=58 | hidden=77 | layers=1 | dropout=0.263 | lr=0.00010 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:10] [OPT.GWO] [INFO] 
[ITER 1] α=0.081148 β=0.081724 δ=0.083562 | a=2.000 | Duration: 1907.8s
[2026-06-04 03:18:10] [OPT.GWO] [INFO] 
============================================================
[2026-06-04 03:18:10] [OPT.GWO] [INFO] GWO ITERATION 2/50
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 1 (W) | wavelet=sym6 | level=3 | mode=periodization | look_back=57 | hidden=224 | layers=3 | dropout=0.352 | lr=0.00022 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 0 (W) | wavelet=sym6 | level=3 | mode=periodization | look_back=68 | hidden=191 | layers=3 | dropout=0.028 | lr=0.00012 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 3 (W) | wavelet=db6 | level=4 | mode=symmetric | look_back=24 | hidden=104 | layers=3 | dropout=0.340 | lr=0.00022 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 2 (W) | wavelet=db7 | level=5 | mode=periodization | look_back=24 | hidden=186 | layers=3 | dropout=0.239 | lr=0.00019 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 4 (W) | wavelet=db6 | level=7 | mode=zero | look_back=45 | hidden=222 | layers=3 | dropout=0.146 | lr=0.00024 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 5 (W) | wavelet=sym5 | level=3 | mode=zero | look_back=51 | hidden=157 | layers=2 | dropout=0.379 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 7 (W) | wavelet=db5 | level=5 | mode=zero | look_back=54 | hidden=32 | layers=3 | dropout=0.487 | lr=0.00025 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 8 (W) | wavelet=sym5 | level=5 | mode=symmetric | look_back=58 | hidden=256 | layers=2 | dropout=0.119 | lr=0.00023 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 10 (W) | wavelet=db7 | level=4 | mode=zero | look_back=38 | hidden=124 | layers=2 | dropout=0.317 | lr=0.00015 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 11 (W) | wavelet=db7 | level=3 | mode=zero | look_back=24 | hidden=115 | layers=2 | dropout=0.444 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 12 (W) | wavelet=db4 | level=5 | mode=periodization | look_back=24 | hidden=133 | layers=1 | dropout=0.322 | lr=0.00012 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 6 (W) | wavelet=db8 | level=7 | mode=zero | look_back=74 | hidden=193 | layers=3 | dropout=0.236 | lr=0.00010 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 13 (W) | wavelet=sym8 | level=4 | mode=symmetric | look_back=65 | hidden=60 | layers=4 | dropout=0.298 | lr=0.00010 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 14 (W) | wavelet=db4 | level=6 | mode=symmetric | look_back=55 | hidden=60 | layers=4 | dropout=0.197 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 15 (W) | wavelet=db7 | level=4 | mode=periodization | look_back=46 | hidden=137 | layers=3 | dropout=0.319 | lr=0.00051 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 9 (W) | wavelet=sym6 | level=4 | mode=symmetric | look_back=49 | hidden=256 | layers=4 | dropout=0.487 | lr=0.00018 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 18 (W) | wavelet=sym7 | level=4 | mode=periodization | look_back=35 | hidden=166 | layers=4 | dropout=0.320 | lr=0.00166 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 16 (W) | wavelet=db7 | level=5 | mode=zero | look_back=51 | hidden=91 | layers=4 | dropout=0.343 | lr=0.00011 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 03:18:21] [INFO]  i:T-1 | ind 17 (W) | wavelet=sym6 | level=3 | mode=zero | look_back=35 | hidden=104 | layers=4 | dropout=0.312 | lr=0.00019 | batch=32 | ablation[dwt=True, bi=True]
