[WF] ALGO=gwo WINDOW=Y2 RUN=14 at Thu Jun  4 12:52:24 AM +03 2026
[2026-06-04 00:52:28] [WF] [INFO] Tek kosu: gwo/Y2/run_014, seed=42014
[2026-06-04 00:53:12] [RUN_OPTIMIZER] [INFO] [WALK-FORWARD] Veri penceresi: [7344:16104] (8760 saat)
[2026-06-04 00:53:12] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-04 00:53:12] [RUN_OPTIMIZER] [INFO] OPTIMIZER: GWO
[2026-06-04 00:53:12] [RUN_OPTIMIZER] [INFO] ============================================================
[2026-06-04 00:53:12] [RUN_OPTIMIZER] [INFO] DB: walk_forward_runs/gwo_Y2/run_014/gwo_running.db
[2026-06-04 00:53:12] [RUN_OPTIMIZER] [INFO] Seed: 42014
[2026-06-04 00:53:12] [RUN_OPTIMIZER] [INFO] Mode: joint
[2026-06-04 00:53:12] [RUN_OPTIMIZER] [INFO] Pop: 40, MaxIter: 50
[2026-06-04 00:53:12] [OPT.GWO] [INFO] Yeni GWO çalışması başlatıldı | Seed: 42014 | Pop: 40 | MaxIter: 50
[2026-06-04 00:53:12] [OPT.GWO] [INFO] ============================================================
[2026-06-04 00:53:12] [OPT.GWO] [INFO] GWO OPTIMIZASYONU
[2026-06-04 00:53:12] [OPT.GWO] [INFO] ============================================================
[2026-06-04 00:53:12] [OPT.GWO] [INFO] Pop: 40 | MaxIter: 50 | Workers: 35 | Seed: 42014 | Mode: joint
[2026-06-04 00:53:12] [OPT.GWO] [INFO] Algo params: {'a_start': 2.0, 'a_end': 0.0}
[2026-06-04 00:53:12] [OPT.GWO] [INFO] 
[INIT] Popülasyon değerlendiriliyor...
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 0 (I) | wavelet=sym5 | level=4 | mode=zero | look_back=35 | hidden=157 | layers=4 | dropout=0.278 | lr=0.00403 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 21 (I) | wavelet=coif3 | level=7 | mode=periodization | look_back=77 | hidden=173 | layers=1 | dropout=0.498 | lr=0.00064 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 22 (I) | wavelet=db8 | level=3 | mode=zero | look_back=48 | hidden=134 | layers=4 | dropout=0.153 | lr=0.00401 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 23 (I) | wavelet=sym8 | level=5 | mode=zero | look_back=69 | hidden=32 | layers=4 | dropout=0.065 | lr=0.00118 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 24 (I) | wavelet=coif4 | level=5 | mode=zero | look_back=32 | hidden=132 | layers=4 | dropout=0.420 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 25 (I) | wavelet=db5 | level=5 | mode=zero | look_back=36 | hidden=236 | layers=1 | dropout=0.363 | lr=0.00107 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 26 (I) | wavelet=db7 | level=7 | mode=symmetric | look_back=48 | hidden=211 | layers=4 | dropout=0.030 | lr=0.00462 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 27 (I) | wavelet=coif5 | level=6 | mode=symmetric | look_back=72 | hidden=156 | layers=4 | dropout=0.291 | lr=0.00586 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 28 (I) | wavelet=db7 | level=5 | mode=periodization | look_back=73 | hidden=127 | layers=4 | dropout=0.026 | lr=0.00071 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 29 (I) | wavelet=coif5 | level=4 | mode=periodization | look_back=67 | hidden=214 | layers=2 | dropout=0.057 | lr=0.00385 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 30 (I) | wavelet=db5 | level=4 | mode=periodization | look_back=54 | hidden=145 | layers=2 | dropout=0.128 | lr=0.00414 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 31 (I) | wavelet=sym8 | level=3 | mode=symmetric | look_back=64 | hidden=212 | layers=3 | dropout=0.344 | lr=0.00933 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 32 (I) | wavelet=sym8 | level=4 | mode=symmetric | look_back=72 | hidden=53 | layers=3 | dropout=0.037 | lr=0.00094 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 33 (I) | wavelet=db5 | level=5 | mode=periodization | look_back=49 | hidden=134 | layers=2 | dropout=0.463 | lr=0.00050 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 00:53:22] [INFO]  i:T-0 | ind 34 (I) | wavelet=coif4 | level=5 | mode=symmetric | look_back=26 | hidden=158 | layers=2 | dropout=0.000 | lr=0.00202 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 00:54:17] [INFO]  i:T-0 | ind 35 (I) | wavelet=db4 | level=5 | mode=periodization | look_back=29 | hidden=42 | layers=1 | dropout=0.145 | lr=0.00046 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 00:54:31] [INFO]  i:T-0 | ind 36 (I) | wavelet=sym5 | level=3 | mode=symmetric | look_back=53 | hidden=172 | layers=3 | dropout=0.451 | lr=0.00292 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 00:54:40] [INFO]  i:T-0 | ind 37 (I) | wavelet=db8 | level=3 | mode=zero | look_back=42 | hidden=40 | layers=2 | dropout=0.059 | lr=0.00199 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 00:54:55] [INFO]  i:T-0 | ind 38 (I) | wavelet=sym8 | level=4 | mode=symmetric | look_back=62 | hidden=171 | layers=4 | dropout=0.378 | lr=0.00150 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 00:54:58] [INFO]  i:T-0 | ind 39 (I) | wavelet=db7 | level=3 | mode=symmetric | look_back=77 | hidden=51 | layers=4 | dropout=0.008 | lr=0.00077 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:52] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.083398
[2026-06-04 01:32:52] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.068738
[2026-06-04 01:32:52] [OPT.GWO] [INFO] [INIT] Best: 0.068738
[2026-06-04 01:32:52] [OPT.GWO] [INFO] 
============================================================
[2026-06-04 01:32:52] [OPT.GWO] [INFO] GWO ITERATION 1/50
[2026-06-04 01:32:57] [INFO]  i:T-0 | ind 0 (W) | wavelet=db4 | level=5 | mode=zero | look_back=91 | hidden=62 | layers=1 | dropout=0.000 | lr=0.00058 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:57] [INFO]  i:T-0 | ind 1 (W) | wavelet=db7 | level=3 | mode=symmetric | look_back=36 | hidden=32 | layers=4 | dropout=0.000 | lr=0.00061 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 2 (W) | wavelet=coif5 | level=4 | mode=periodization | look_back=54 | hidden=32 | layers=4 | dropout=0.192 | lr=0.01000 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 3 (W) | wavelet=db8 | level=6 | mode=periodization | look_back=58 | hidden=134 | layers=3 | dropout=0.034 | lr=0.00121 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 4 (W) | wavelet=sym5 | level=3 | mode=symmetric | look_back=89 | hidden=32 | layers=1 | dropout=0.054 | lr=0.00098 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 5 (W) | wavelet=coif5 | level=4 | mode=periodization | look_back=59 | hidden=107 | layers=4 | dropout=0.207 | lr=0.00220 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 6 (W) | wavelet=db5 | level=6 | mode=symmetric | look_back=96 | hidden=43 | layers=1 | dropout=0.242 | lr=0.00161 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 7 (W) | wavelet=db4 | level=3 | mode=symmetric | look_back=55 | hidden=101 | layers=1 | dropout=0.041 | lr=0.00040 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 8 (W) | wavelet=coif5 | level=4 | mode=zero | look_back=69 | hidden=123 | layers=4 | dropout=0.197 | lr=0.00015 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 9 (W) | wavelet=db8 | level=4 | mode=zero | look_back=60 | hidden=64 | layers=1 | dropout=0.128 | lr=0.00043 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 10 (W) | wavelet=sym8 | level=3 | mode=symmetric | look_back=52 | hidden=222 | layers=3 | dropout=0.198 | lr=0.00157 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 11 (W) | wavelet=db8 | level=3 | mode=zero | look_back=59 | hidden=83 | layers=2 | dropout=0.038 | lr=0.00033 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 12 (W) | wavelet=sym7 | level=6 | mode=symmetric | look_back=73 | hidden=32 | layers=2 | dropout=0.271 | lr=0.01000 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 13 (W) | wavelet=db8 | level=4 | mode=zero | look_back=96 | hidden=79 | layers=4 | dropout=0.000 | lr=0.00162 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 14 (W) | wavelet=sym7 | level=3 | mode=zero | look_back=51 | hidden=32 | layers=2 | dropout=0.283 | lr=0.00072 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 15 (W) | wavelet=db6 | level=6 | mode=zero | look_back=79 | hidden=163 | layers=2 | dropout=0.252 | lr=0.00327 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 16 (W) | wavelet=db7 | level=6 | mode=zero | look_back=96 | hidden=62 | layers=1 | dropout=0.100 | lr=0.00090 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 17 (W) | wavelet=sym8 | level=4 | mode=periodization | look_back=76 | hidden=87 | layers=2 | dropout=0.500 | lr=0.00095 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 18 (W) | wavelet=sym5 | level=3 | mode=zero | look_back=87 | hidden=135 | layers=2 | dropout=0.162 | lr=0.00138 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 19 (W) | wavelet=db4 | level=7 | mode=zero | look_back=81 | hidden=58 | layers=1 | dropout=0.073 | lr=0.00070 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 20 (W) | wavelet=coif4 | level=7 | mode=symmetric | look_back=89 | hidden=98 | layers=2 | dropout=0.380 | lr=0.00560 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 21 (W) | wavelet=sym8 | level=5 | mode=periodization | look_back=47 | hidden=91 | layers=2 | dropout=0.000 | lr=0.00047 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 22 (W) | wavelet=coif4 | level=4 | mode=zero | look_back=57 | hidden=96 | layers=1 | dropout=0.070 | lr=0.00817 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 23 (W) | wavelet=db4 | level=3 | mode=symmetric | look_back=28 | hidden=77 | layers=4 | dropout=0.185 | lr=0.00095 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 24 (W) | wavelet=sym7 | level=4 | mode=periodization | look_back=77 | hidden=101 | layers=2 | dropout=0.253 | lr=0.00018 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 25 (W) | wavelet=coif4 | level=4 | mode=zero | look_back=96 | hidden=32 | layers=3 | dropout=0.236 | lr=0.00090 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 26 (W) | wavelet=sym6 | level=7 | mode=periodization | look_back=96 | hidden=188 | layers=1 | dropout=0.141 | lr=0.00041 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 27 (W) | wavelet=sym6 | level=6 | mode=zero | look_back=69 | hidden=97 | layers=3 | dropout=0.000 | lr=0.00051 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 28 (W) | wavelet=sym6 | level=5 | mode=periodization | look_back=92 | hidden=132 | layers=1 | dropout=0.152 | lr=0.00072 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 29 (W) | wavelet=coif4 | level=5 | mode=zero | look_back=62 | hidden=78 | layers=4 | dropout=0.325 | lr=0.00069 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 30 (W) | wavelet=db8 | level=5 | mode=zero | look_back=96 | hidden=111 | layers=2 | dropout=0.182 | lr=0.00196 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 31 (W) | wavelet=db8 | level=7 | mode=zero | look_back=65 | hidden=76 | layers=4 | dropout=0.099 | lr=0.00829 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 32 (W) | wavelet=coif3 | level=5 | mode=symmetric | look_back=70 | hidden=45 | layers=2 | dropout=0.081 | lr=0.00101 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 33 (W) | wavelet=coif4 | level=6 | mode=zero | look_back=55 | hidden=153 | layers=3 | dropout=0.211 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:32:58] [INFO]  i:T-0 | ind 34 (W) | wavelet=db6 | level=6 | mode=periodization | look_back=30 | hidden=35 | layers=2 | dropout=0.456 | lr=0.00130 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:33:40] [INFO]  i:T-0 | ind 35 (W) | wavelet=coif5 | level=3 | mode=zero | look_back=69 | hidden=32 | layers=2 | dropout=0.173 | lr=0.00716 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:33:54] [INFO]  i:T-0 | ind 36 (W) | wavelet=db7 | level=5 | mode=periodization | look_back=73 | hidden=56 | layers=4 | dropout=0.130 | lr=0.00097 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:33:59] [INFO]  i:T-0 | ind 37 (W) | wavelet=sym7 | level=5 | mode=symmetric | look_back=96 | hidden=98 | layers=3 | dropout=0.000 | lr=0.00169 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:34:12] [INFO]  i:T-0 | ind 38 (W) | wavelet=db4 | level=4 | mode=zero | look_back=83 | hidden=212 | layers=1 | dropout=0.086 | lr=0.00211 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:34:15] [INFO]  i:T-0 | ind 39 (W) | wavelet=db4 | level=4 | mode=zero | look_back=96 | hidden=107 | layers=2 | dropout=0.247 | lr=0.00049 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:49] [OPT.GWO] [INFO]   >>> YENİ GLOBAL BEST: 0.065269
[2026-06-04 01:55:49] [OPT.GWO] [INFO] 
[ITER 1] α=0.065269 β=0.082185 δ=0.082221 | a=2.000 | Duration: 1377.0s
[2026-06-04 01:55:49] [OPT.GWO] [INFO] 
============================================================
[2026-06-04 01:55:49] [OPT.GWO] [INFO] GWO ITERATION 2/50
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 0 (W) | wavelet=coif5 | level=5 | mode=zero | look_back=43 | hidden=90 | layers=3 | dropout=0.309 | lr=0.00010 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 1 (W) | wavelet=sym7 | level=6 | mode=zero | look_back=24 | hidden=256 | layers=3 | dropout=0.138 | lr=0.00335 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 2 (W) | wavelet=coif5 | level=7 | mode=periodization | look_back=86 | hidden=98 | layers=2 | dropout=0.085 | lr=0.00019 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 3 (W) | wavelet=sym5 | level=6 | mode=symmetric | look_back=58 | hidden=67 | layers=2 | dropout=0.155 | lr=0.00660 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 4 (W) | wavelet=coif4 | level=5 | mode=periodization | look_back=45 | hidden=109 | layers=3 | dropout=0.100 | lr=0.00621 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 5 (W) | wavelet=coif4 | level=6 | mode=symmetric | look_back=62 | hidden=176 | layers=4 | dropout=0.180 | lr=0.01000 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 6 (W) | wavelet=coif5 | level=5 | mode=zero | look_back=71 | hidden=130 | layers=1 | dropout=0.167 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 7 (W) | wavelet=coif5 | level=7 | mode=symmetric | look_back=68 | hidden=156 | layers=1 | dropout=0.128 | lr=0.01000 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 8 (W) | wavelet=sym5 | level=7 | mode=periodization | look_back=96 | hidden=86 | layers=2 | dropout=0.151 | lr=0.00054 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 9 (W) | wavelet=sym5 | level=7 | mode=zero | look_back=72 | hidden=186 | layers=4 | dropout=0.112 | lr=0.00523 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 10 (W) | wavelet=db7 | level=7 | mode=zero | look_back=29 | hidden=64 | layers=4 | dropout=0.116 | lr=0.00010 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 11 (W) | wavelet=db8 | level=4 | mode=periodization | look_back=68 | hidden=109 | layers=3 | dropout=0.300 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 12 (W) | wavelet=sym5 | level=6 | mode=zero | look_back=52 | hidden=146 | layers=4 | dropout=0.196 | lr=0.01000 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 13 (W) | wavelet=sym6 | level=7 | mode=zero | look_back=92 | hidden=87 | layers=1 | dropout=0.231 | lr=0.01000 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 14 (W) | wavelet=sym5 | level=3 | mode=periodization | look_back=63 | hidden=111 | layers=2 | dropout=0.053 | lr=0.00877 | batch=128 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 15 (W) | wavelet=db5 | level=6 | mode=symmetric | look_back=49 | hidden=201 | layers=3 | dropout=0.144 | lr=0.01000 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 16 (W) | wavelet=db8 | level=6 | mode=periodization | look_back=85 | hidden=167 | layers=4 | dropout=0.236 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 17 (W) | wavelet=sym8 | level=6 | mode=periodization | look_back=37 | hidden=93 | layers=3 | dropout=0.000 | lr=0.00133 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 18 (W) | wavelet=sym8 | level=5 | mode=periodization | look_back=60 | hidden=149 | layers=3 | dropout=0.147 | lr=0.00291 | batch=32 | ablation[dwt=True, bi=True]
[2026-06-04 01:55:55] [INFO]  i:T-1 | ind 19 (W) | wavelet=db4 | level=6 | mode=zero | look_back=67 | hidden=110 | layers=4 | dropout=0.059 | lr=0.01000 | batch=64 | ablation[dwt=True, bi=True]
